c_iss_pf,c_oss_pf,channels,configuration,division,i_d_25c_a,i_d_pulse_a,ispn,last_update_sami_pss,parameter_group_name,product_category,product_line,product_name,q_g_10v_nc,q_g_4_5v_nc,qualification,r_ds_on_10v_mohm,r_ds_on_25c_mohm,r_ds_on_4_5v_mohm,sales_product_number,technology_sami,v_ds_v,v_gs_th_max_v,v_gs_th_min_v,v_gs_th_typ_v,voltage_class_v
,,,,PSS,18.0,53.0,IWOP68S748W0B,2025-05-20 06:58:04.092,Category 40,Prod Category 19,52,IWOP68S748W0B,25.0,,Standard,180.0,,,SP885260038,Category 18,600.0,4.0,3.0,3.0,600.0
,,,,PSS,121.0,484.0,IWW852P82TY5B,2025-05-20 06:58:04.092,Category 38,,15,IWW852P82TY5B,50.0,24.0,Standard,2.35,,3.5,SP881987021,Category 54,30.0,2.35,1.35,1.85,30.0
,,,,PSS,-2.4,,ISTLB6085,2025-05-20 06:58:04.092,Category 55,Prod Category 9,15,,,5.8,Standard,,,200.0,SP887104448,Category 30,-20.0,,-0.7,,
,,,,PSS,103.0,,OILMC01S876L5J,2025-05-20 06:58:04.092,Category 1,,52,OILMC01S876L5J,,,Automotive,,16.0,,SP881945022,Category 26,750.0,,,,750.0
,,,,PSS,25.0,107.0,IWF61S898QYM0,2025-05-20 06:58:04.092,Category 44,Prod Category 19,52,IWF61S898QYM0,53.0,,Industrial,90.0,,,SP881372263,Category 9,650.0,4.5,3.5,4.0,650.0
,,,,PSS,11.0,41.0,IST788JB757,2025-05-20 06:58:04.092,Category 19,Prod Category 15,51,IST788JB757,,3.7,Standard,42.0,,59.0,SP887195426,Category 38,100.0,2.0,1.2,1.7,
,,,,PSS,57.0,,ISY2078B,2025-05-20 06:58:04.092,Category 3,Prod Category 15,18,,86.7,,Standard,23.0,,,SP887119196,Category 30,100.0,4.0,2.0,3.0,
,,,,PSS,210.0,,ISY2481B,2025-05-20 06:58:04.092,Category 3,Prod Category 15,18,,190.0,,Standard,3.3,,,SP887163416,Category 30,55.0,4.0,2.0,3.0,
,,,,PSS,,801.0,IWCQ68S878B0,2025-05-20 06:58:04.092,Category 23,,52,IWCQ68S878B0,318.0,,Industrial,,,,SP881160971,Category 21,600.0,4.5,3.5,4.0,600.0
60.0,6.7,,,PSS,0.1,0.4,VBB729,2025-05-20 06:58:04.092,Category 31,Prod Category 15,15,VBB729,,2.3,Automotive,14000.0,,,SP888085678,Category 50,250.0,-1.0,-2.1,-1.4,
,,,,PSS,87.0,350.0,ISY2089KB,2025-05-20 06:58:04.092,Category 3,Prod Category 15,15,ISY2089KB,,17.0,Standard,6.3,,7.8,SP887162723,Category 30,30.0,2.25,1.35,1.8,
,,,,PSS,31.2,99.6,IWV61S778QYM,2025-05-20 06:58:04.092,Category 3,Prod Category 15,52,IWV61S778QYM,118.0,,Industrial,110.0,,,SP887900823,Category 8,650.0,4.5,3.5,4.0,
,,,,PSS,-3.6,,ISY0686,2025-05-20 06:58:04.092,Category 18,Prod Category 15,18,,20.0,,Standard,90.0,,150.0,SP887162056,Category 30,-30.0,,-1.0,,
,,,,PSS,789.0,,ICMJ59PE5TL1QXBQ,2025-05-20 06:58:04.092,Category 19,,15,ICMJ59PE5TL1QXBQ,191.0,88.0,Industrial,0.29,,0.35,SP881981830,Category 38,25.0,2.0,1.2,1.6,25.0
,,,,PSS,62.0,,ISYS34K,2025-05-20 06:58:04.092,Category 8,Prod Category 15,18,,40.0,,Standard,11.0,,,SP887163995,Category 30,55.0,4.0,2.0,3.0,
,,,,PSS,93.0,,ISYS2077K,2025-05-20 06:58:04.092,Category 8,Prod Category 15,15,,,18.0,Standard,5.7,,7.8,SP887110878,Category 30,20.0,2.45,1.55,2.0,
,,,,PSS,190.0,960.0,ISY7182B,2025-05-20 06:58:04.092,Category 3,Prod Category 15,15,,130.0,,Standard,3.3,,,SP887167625,Category 30,30.0,4.0,2.0,3.0,
,,,,PSS,5.0,40.0,ISTT853KRSWVY,2025-05-20 06:58:04.092,Category 30,,15,ISTT853KRSWVY,,7.0,Standard,60.0,,100.0,SP887115648,Category 30,55.0,3.0,1.0,,55.0
,,,,PSS,-1.29,-5.2,ISP73EW71TL,2025-05-20 06:58:04.092,Category 30,Prod Category 21,15,ISP73EW71TL,-11.6,-6.0,Industrial,1380.0,,1400.0,SP881232499,Category 31,-150.0,-2.0,-1.0,-1.5,-150.0
,,,,PSS,191.0,764.0,IWW879P84PY5B,2025-05-20 06:58:04.092,Category 38,Prod Category 23,18,IWW879P84PY5B,124.0,,Standard,1.9,,,SP881134435,Category 54,80.0,3.8,2.2,3.0,80.0
,,,,PSS,119.0,,ISYS3783,2025-05-20 06:58:04.092,Category 8,Prod Category 15,15,,59.0,,Standard,5.5,,,SP887101978,Category 30,40.0,4.0,2.0,3.0,
,,,,PSS,360.0,1440.0,IST38BQ554,2025-05-20 06:58:04.092,Category 4,Prod Category 15,15,IST38BQ554,,205.0,,0.65,,0.9,SP887118264,Category 53,40.0,2.4,1.0,1.7,
,,,,PSS,43.0,,ISYV2486,2025-05-20 06:58:04.092,Category 38,Prod Category 27,18,,22.0,,Standard,15.8,,,SP887105248,Category 30,60.0,4.0,2.0,3.0,
,,,,PSS,100.0,,ISYJ1287,2025-05-20 06:58:04.092,Category 36,Prod Category 15,15,,,37.0,Standard,1.85,,2.9,SP887116365,Category 53,30.0,2.35,1.35,1.8,
,,,,PSS,7.4,12.0,IWI08S918QE,2025-05-20 06:58:04.092,Category 14,Prod Category 15,52,IWI08S918QE,15.3,,Non-Automotive,950.0,,,SP887203496,Category 6,700.0,3.5,2.5,,
667.0,80.0,,,PSS,21.0,84.0,IWM128P71P2 X,2025-05-20 06:58:04.092,Category 8,Prod Category 15,51,IWM128P71P2 X,8.7,,Industrial,53.0,,,SP887750428,Category 33,150.0,4.0,2.0,3.0,
,,,,PSS,103.0,412.0,IWV818P78PY5B,2025-05-20 06:58:04.092,Category 3,,51,IWV818P78PY5B,51.0,,Standard,5.05,,,SP881107078,Category 54,100.0,3.8,2.2,3.0,100.0
,,,,PSS,-6.9,,ISTRB5535,2025-05-20 06:58:04.092,Category 55,Prod Category 15,15,,,12.0,Standard,,,32.0,SP887112548,Category 30,-20.0,-1.1,-0.4,-0.75,
,,,,PSS,63.0,,IBK772P78PL1TY5,2025-05-20 06:58:04.092,Category 19,,51,IBK772P78PL1TY5,23.0,,Industrial,11.3,,,SP881940493,Category 40,100.0,3.9,2.3,3.1,100.0
,,,,PSS,50.0,211.0,IWV68S838Q0,2025-05-20 06:58:04.092,Category 3,Prod Category 15,52,IWV68S838Q0,107.0,,Industrial,40.0,,,SP887500678,Category 5,600.0,4.0,3.0,3.5,
,,,,PSS,293.0,,ISYB2886-0W,2025-05-20 06:58:04.092,Category 4,Prod Category 15,18,,200.0,,Standard,2.1,,,SP887115566,Category 30,60.0,4.0,2.0,3.0,
,,,,PSS,81.0,,ISTS4516,2025-05-20 06:58:04.092,Category 8,Prod Category 27,15,,,10.0,Standard,5.7,,8.5,SP887104044,Category 53,25.0,2.35,1.35,1.8,
,,,,PSS,-16.0,,ISY9270,2025-05-20 06:58:04.092,Category 29,Prod Category 15,15,,,31.0,Standard,6.6,,10.2,SP887101375,Category 30,-30.0,-2.4,-1.3,-1.8,
1770.0,135.0,,,PSS,34.0,136.0,IWI258P58P2 X,2025-05-20 06:58:04.092,Category 14,Prod Category 15,51,IWI258P58P2 X,22.0,,Industrial,32.0,,,SP888073275,Category 33,200.0,4.0,2.0,3.0,
,,,,PSS,120.0,,IST4773,2025-05-20 06:58:04.092,Category 38,Prod Category 15,15,,,19.0,Standard,4.5,,5.8,SP887118295,Category 30,30.0,2.25,1.35,1.8,
1600.0,1400.0,,,PSS,176.0,704.0,VBK873PE5TB1IY,2025-05-20 06:58:04.092,Category 19,Prod Category 15,15,VBK873PE5TB1IY,23.0,11.0,Industrial,1.45,,2.1,SP887514953,Category 38,25.0,2.0,1.0,1.75,
,,,,PSS,161.0,,ISTS0432,2025-05-20 06:58:04.092,Category 8,Prod Category 27,15,,,34.0,Standard,3.3,,4.0,SP887114396,Category 30,30.0,2.3,1.4,1.85,
,,,,PSS,78.0,312.0,IWW822P82TY5B,2025-05-20 06:58:04.092,Category 38,,15,IWW822P82TY5B,33.0,16.0,Standard,3.3,,5.0,SP881447095,Category 54,30.0,2.35,1.35,1.85,30.0
,,,,PSS,180.0,,ISY6071L,2025-05-20 06:58:04.092,Category 10,Prod Category 15,15,,,40.0,Standard,1.6,,2.7,SP887127656,Category 53,25.0,2.4,1.4,1.9,
,,,,PSS,91.0,,ISTS4782V,2025-05-20 06:58:04.092,Category 8,Prod Category 27,15,,,27.0,Standard,9.0,,10.5,SP887114173,Category 30,30.0,3.0,1.0,2.0,
,,,,PSS,76.0,,ISYV3750,2025-05-20 06:58:04.092,Category 38,,51,,100.0,,Standard,20.0,,,SP887168575,Category 30,200.0,5.0,3.0,4.0,
,,,,PSS,343.0,,ISTV2823,2025-05-20 06:58:04.092,Category 38,Prod Category 15,15,,,108.0,Standard,1.7,,2.0,SP881025647,Category 30,40.0,2.5,1.0,1.75,
107.0,46.0,,,PSS,1.5,6.0,VBM573BP,2025-05-20 06:58:04.092,Category 33,Prod Category 15,15,VBM573BP,,,Automotive,,,140.0,SP888970616,Category 31,20.0,1.2,0.7,,
,,,,PSS,,,EVOT_188F_1X_WBA,2025-05-20 06:58:04.092,,,52,EVOT_188F_1X_WBA,,,,,,,SP881032621,,,,,,
,,,,PSS,8.4,20.5,IPLN08S688W0,2025-05-20 06:58:04.092,Category 58,Prod Category 19,52,IPLN08S688W0,10.5,,Industrial,600.0,,,SP887472238,Category 18,700.0,3.5,2.5,3.0,700.0
,,,,PSS,380.0,,ISTB2823-0W,2025-05-20 06:58:04.092,Category 4,Prod Category 15,15,,,120.0,Standard,1.4,,1.7,SP887102864,Category 30,40.0,2.5,1.0,1.75,
,,,,PSS,24.0,66.0,IWR68S781QYM0,2025-05-20 06:58:04.092,Category 48,Prod Category 19,52,IWR68S781QYM0,36.0,,Industrial,105.0,,,SP881236230,Category 9,600.0,4.5,3.5,4.0,600.0
,,,,PSS,15.0,,ISY0310,2025-05-20 06:58:04.092,Category 29,Prod Category 15,15,,,28.0,Standard,7.0,,10.5,SP887162165,Category 30,20.0,3.0,1.0,2.0,
,,,1 Independent,PSS,,,IMM89BX68Q,2025-05-20 06:58:04.092,Category 8,Prod Category 31,52,,,,Industrial,,,,SP887622768,Category 27,,,,,
,,,,PSS,,,NIR_OQR_VSM_68S855B0,2025-05-20 06:58:04.092,,Prod Category 28,52,NIR_OQR_VSM_68S855B0,,,Standard,,,,SP881378618,,,,,,
,,,,PSS,113.0,452.0,IWW822P83PY5B,2025-05-20 06:58:04.092,Category 38,,15,IWW822P83PY5B,45.0,,Standard,3.3,,,SP881118419,Category 54,40.0,3.3,2.1,2.8,40.0
,,,,PSS,35.0,135.0,IWF68S868Q0,2025-05-20 06:58:04.092,Category 44,Prod Category 15,52,IWF68S868Q0,68.0,,Industrial,60.0,,,SP887241858,Category 5,600.0,4.0,3.0,3.5,
,,,,PSS,9.0,27.0,IWM91S018W0,2025-05-20 06:58:04.092,Category 8,Prod Category 15,52,IWM91S018W0,23.0,,Industrial,750.0,,,SP887095276,Category 18,950.0,3.5,2.5,3.0,
,,,,PSS,72.0,,ISYB3750,2025-05-20 06:58:04.092,Category 3,Prod Category 15,51,,100.0,,Standard,22.0,,,SP887118733,Category 30,200.0,5.0,3.0,4.0,
,,,,PSS,-4.3,-17.2,IWM38MW86PL,2025-05-20 06:58:04.092,Category 8,Prod Category 15,51,IWM38MW86PL,6.7,,Industrial,400.0,,,SP883940563,Category 31,-60.0,,,-3.0,-60.0
,,,,PSS,47.0,,OILVX01S838L7J,2025-05-20 06:58:04.092,Category 1,Prod Category 30,52,OILVX01S838L7J,,,Automotive,,40.0,,SP881108480,Category 25,750.0,,,,750.0
,,,,PSS,63.0,,ISTS2778K,2025-05-20 06:58:04.092,Category 8,Prod Category 15,51,,,34.0,Standard,14.0,,16.0,SP887164128,Category 30,100.0,2.5,1.0,1.75,
1544.0,26.0,,,PSS,27.0,78.0,IPL68S751W0,2025-05-20 06:58:04.092,Category 59,Prod Category 15,52,IPL68S751W0,36.0,,Industrial,125.0,,,SP887610376,Category 18,600.0,4.0,3.0,3.5,
,,,,PSS,3.6,,ISYV475,2025-05-20 06:58:04.092,Category 38,,51,,13.3,,Standard,2200.0,,,SP887162934,Category 30,500.0,5.0,3.0,4.0,
,,,,PSS,17.0,,ISTS853P,2025-05-20 06:58:04.092,Category 8,Prod Category 15,18,,,10.0,Standard,65.0,,110.0,SP887104405,Category 30,55.0,2.0,1.0,1.5,
,,,,PSS,68.0,274.0,VBQ758P75TB X,2025-05-20 06:58:04.092,Category 36,Prod Category 21,51,VBQ758P75TB X,51.0,,Industrial,12.0,,14.2,SP883346368,Category 31,120.0,2.4,1.2,1.85,120.0
,,,,PSS,193.0,772.0,IBQ870P83PL1,2025-05-20 06:58:04.092,Category 36,Prod Category 21,15,IBQ870P83PL1,51.0,,Industrial,1.7,,,SP881299782,Category 38,40.0,3.4,2.2,,40.0
2990.0,523.0,,,PSS,82.0,320.0,IWI846P78P2 X,2025-05-20 06:58:04.092,Category 14,Prod Category 15,51,IWI846P78P2 X,42.0,,Industrial,8.6,,,SP888642808,Category 33,100.0,5.7,3.5,4.5,
,,,,PSS,22.0,83.0,IWV68S899Q0,2025-05-20 06:58:04.092,Category 3,Prod Category 15,52,IWV68S899Q0,42.0,,Industrial,99.0,,,SP887590994,Category 5,600.0,4.0,3.0,3.5,
,,,,PSS,119.0,,ISYS3783,2025-05-20 06:58:04.092,Category 8,Prod Category 15,15,,59.0,,Standard,5.5,,,SP887111758,Category 30,40.0,4.0,2.0,3.0,
,,,,PSS,135.0,,ISY0342L,2025-05-20 06:58:04.092,Category 10,Prod Category 15,15,,81.0,,Standard,2.3,,,SP887105774,Category 53,40.0,3.9,2.2,3.0,
,,,,PSS,-12.0,,ISY9254,2025-05-20 06:58:04.092,Category 29,Prod Category 15,15,,,18.0,Standard,11.9,,19.7,SP887111428,Category 30,-30.0,-2.4,-1.3,-1.8,
,,,,PSS,99.0,396.0,ICE836P84TL1,2025-05-20 06:58:04.092,Category 19,,18,ICE836P84TL1,38.0,19.0,Industrial,4.6,,5.9,SP881622714,Category 38,80.0,2.3,1.1,1.7,80.0
,,,,PSS,86.0,,IST2081KT,2025-05-20 06:58:04.092,Category 14,Prod Category 15,18,,,40.0,Standard,8.0,,12.0,SP887106508,Category 30,55.0,3.0,1.0,2.0,
,,,,PSS,140.0,,ISTS0422,2025-05-20 06:58:04.092,Category 8,Prod Category 15,15,,,33.0,Standard,4.5,,5.5,SP887102906,Category 30,30.0,2.3,1.4,1.85,
,,,,PSS,173.0,,OILMC01S884L7J,2025-05-20 06:58:04.092,Category 1,Prod Category 30,52,OILMC01S884L7J,,,Automotive,,7.8,,SP881131890,Category 25,750.0,,,,750.0
,,,,PSS,233.0,,IBX8673P86PL1J,2025-05-20 06:58:04.092,Category 20,,18,IBX8673P86PL1J,68.0,,Industrial,1.6,,,SP881101748,Category 38,60.0,3.3,2.1,2.8,60.0
,,,,PSS,24.0,100.0,IWK61S891Q0,2025-05-20 06:58:04.092,Category 45,Prod Category 15,52,IWK61S891Q0,45.0,,Industrial,95.0,,,SP887848728,Category 5,650.0,4.0,3.0,3.5,
,,,,PSS,302.0,1208.0,IWY889P83PY5B,2025-05-20 06:58:04.092,Category 4,,15,IWY889P83PY5B,210.0,,Standard,0.9,,,SP881622798,Category 54,40.0,3.4,2.1,2.8,40.0
,,,,PSS,11.0,41.0,IWM61S551Q0,2025-05-20 06:58:04.092,Category 8,Prod Category 15,52,IWM61S551Q0,20.0,,Industrial,225.0,,,SP888959328,Category 5,650.0,4.0,3.0,3.5,
,,,,PSS,56.0,,ISYS2080K,2025-05-20 06:58:04.092,Category 8,Prod Category 15,15,,,9.6,Standard,9.5,,12.5,SP887160136,Category 30,30.0,2.25,1.35,1.8,
,,,,PSS,2.4,,ISY0180,2025-05-20 06:58:04.092,Category 18,,18,,,5.4,Non-Automotive,,,270.0,SP887111346,Category 30,20.0,,0.7,,
,,,,PSS,6.0,16.0,IWO68S688W0B,2025-05-20 06:58:04.092,Category 39,Prod Category 15,52,IWO68S688W0B,9.0,,Standard,600.0,,,SP887614593,Category 18,600.0,4.0,3.0,3.5,
,,,,PSS,-8.0,,ISY9265WVY-7,2025-05-20 06:58:04.092,Category 29,,15,,,13.0,Standard,21.0,,32.0,SP887117606,Category 30,-30.0,-2.4,-1.3,-1.8,
,,,,PSS,104.0,416.0,VBK820P86TB1,2025-05-20 06:58:04.092,Category 19,Prod Category 15,18,VBK820P86TB1,35.0,18.0,Industrial,3.7,,5.3,SP885821574,Category 38,60.0,,,1.7,60.0
,,,,PSS,252.0,1008.0,ICE884P82TL1QXBQ,2025-05-20 06:58:04.092,Category 19,,15,ICE884P82TL1QXBQ,64.0,30.0,Industrial,0.85,,1.0,SP881119836,Category 38,30.0,2.0,1.2,1.6,30.0
,,,,PSS,,,ISY0259,2025-05-20 06:58:04.092,Category 29,,15,,,,Standard,,,,SP887119486,Category 55,-12.0,,,,
,,,,PSS,260.0,,ISYB2780-0W,2025-05-20 06:58:04.092,Category 4,Prod Category 15,18,,160.0,,Standard,2.6,,,SP887107154,Category 30,75.0,4.0,2.0,3.0,
,,,,PSS,130.0,520.0,IBQ811P71PL6,2025-05-20 06:58:04.092,Category 36,,51,IBQ811P71PL6,43.0,,Industrial,5.5,,,SP881974202,Category 42,150.0,4.0,3.0,3.5,150.0
,,,,PSS,,,IWQ574P86T2,2025-05-20 06:58:04.092,,,18,,,,,100.0,,,SP888306953,Category 33,,2.2,1.2,,
,,,,PSS,60.0,,ISYS2083K,2025-05-20 06:58:04.092,Category 8,Prod Category 15,15,,,,Standard,8.4,,11.4,SP887116963,Category 55,20.0,,,,
,,,,PSS,427.0,1708.0,IWR889P86PL1,2025-05-20 06:58:04.092,Category 48,,18,IWR889P86PL1,171.0,,Industrial,0.9,,,SP881050032,Category 38,60.0,3.3,2.1,2.8,60.0
315.0,114.0,,,PSS,,8.4,VBT580P,2025-05-20 06:58:04.092,Category 56,Prod Category 15,15,VBT580P,,,Automotive,,,70.0,SP887788634,Category 32,20.0,1.2,0.7,,
,,,,PSS,75.0,300.0,IBK848P78PL6,2025-05-20 06:58:04.092,Category 19,Prod Category 21,51,IBK848P78PL6,19.0,,Industrial,8.04,,,SP881389369,Category 42,100.0,3.3,2.3,2.8,100.0
,,,,PSS,23.0,,ISTI138P,2025-05-20 06:58:04.092,Category 39,Prod Category 15,18,,,49.3,Standard,44.0,,63.0,SP887164963,Category 30,100.0,2.0,1.0,1.5,
,,,,PSS,27.0,,ISY6587,2025-05-20 06:58:04.092,Category 29,Prod Category 15,15,,,130.0,Standard,,,2.45,SP887162273,Category 53,20.0,1.1,0.5,0.8,
,,,,PSS,53.5,156.0,IWK68S808W6,2025-05-20 06:58:04.092,Category 45,Prod Category 19,52,IWK68S808W6,100.0,,Non-Automotive,70.0,,,SP887272448,Category 17,600.0,4.5,3.5,,
,,,,PSS,13.0,,ISY0372K,2025-05-20 06:58:04.092,Category 29,Prod Category 15,15,,,9.5,Standard,10.0,,13.0,SP887117234,Category 30,30.0,2.25,1.35,1.8,
,,,,PSS,44.0,176.0,ICE558P71PL1QXBQ,2025-05-20 06:58:04.092,Category 19,,51,ICE558P71PL1QXBQ,14.4,,Industrial,22.0,,,SP881119895,Category 38,150.0,4.6,3.0,3.8,150.0
,,,,PSS,6.9,,ISY0302,2025-05-20 06:58:04.092,Category 29,Prod Category 15,51,,61.0,,Standard,26.0,,,SP887111374,Category 30,100.0,5.5,3.5,4.5,
,,,,PSS,90.0,,ISY2089,2025-05-20 06:58:04.092,Category 38,,18,,,27.0,Standard,9.0,,10.5,SP887108868,Category 30,30.0,3.0,1.0,2.0,
,,,,PSS,160.0,,IST7383B,2025-05-20 06:58:04.092,Category 3,,18,,,93.3,Standard,4.0,,,SP887110913,Category 30,40.0,3.0,1.0,2.0,
,,,,PSS,4.4,9.4,IPLN08S7N5W0,2025-05-20 06:58:04.092,Category 58,Prod Category 19,52,IPLN08S7N5W0,4.8,,Industrial,1200.0,,,SP887457014,Category 18,700.0,3.5,2.5,3.0,700.0
,,,,PSS,140.0,,ISTS0422,2025-05-20 06:58:04.092,Category 8,Prod Category 15,15,,,33.0,Standard,4.5,,5.5,SP887115426,Category 30,30.0,2.3,1.4,1.85,
,,,,PSS,,,IMT78X61Q1,2025-05-20 06:58:04.092,Category 57,Prod Category 31,52,,,,Industrial,,,,SP887625908,Category 28,,,,,
,,,,PSS,169.0,676.0,IWR859P84P1,2025-05-20 06:58:04.092,Category 48,Prod Category 15,18,IWR859P84P1,70.0,,Industrial,2.9,,,SP887147393,Category 38,80.0,3.8,2.2,3.0,
,,,,PSS,,375.0,IWMC68S855B0O,2025-05-20 06:58:04.092,Category 22,,52,IWMC68S855B0O,150.0,,Automotive,,,,SP885202408,Category 22,600.0,4.5,3.5,4.0,600.0
1585.0,739.0,,,PSS,10.0,,BI3378MZ,2025-05-20 06:58:04.092,Category 29,,18,,30.0,,Standard,13.5,,20.0,SP887162844,Category 30,30.0,,1.0,,
,,,,PSS,20.2,66.0,IWI61S798Q6,2025-05-20 06:58:04.092,Category 14,Prod Category 15,52,IWI61S798Q6,73.0,,Industrial,190.0,,,SP888462988,Category 4,650.0,3.5,2.5,3.0,
,,,,PSS,276.0,1104.0,ICM858P78PL1,2025-05-20 06:58:04.092,Category 19,,51,ICM858P78PL1,107.0,,Industrial,2.05,,,SP881982476,Category 38,100.0,3.8,2.2,3.0,100.0
,,,,PSS,24.0,75.0,IWR61S781X0,2025-05-20 06:58:04.092,Category 48,Prod Category 15,52,IWR61S781X0,35.0,,Non-Automotive,105.0,,,SP887316583,Category 16,650.0,4.0,3.0,,
,,,,PSS,247.0,988.0,IWR879P84P1,2025-05-20 06:58:04.092,Category 48,Prod Category 15,18,IWR879P84P1,101.0,,Industrial,1.9,,,SP882442385,Category 38,80.0,3.8,2.2,3.0,80.0
,,,,PSS,104.0,,ISYJ0925,2025-05-20 06:58:04.092,Category 36,Prod Category 15,15,,,34.0,Standard,3.3,,3.9,SP887116345,Category 53,30.0,2.35,1.35,1.8,
,,,,PSS,31.0,100.0,IWKO68S899W0,2025-05-20 06:58:04.092,Category 46,Prod Category 15,52,IWKO68S899W0,45.0,,Industrial,99.0,,,SP887080035,Category 18,600.0,4.0,3.0,3.5,
335.0,105.0,,,PSS,,-35.2,SPW84W86W J,2025-05-20 06:58:04.092,Category 38,Prod Category 15,18,SPW84W86W J,,,Automotive,,,,SP888336984,Category 50,-60.0,-4.0,-2.1,,
,,,,PSS,33.0,,ISYB3671,2025-05-20 06:58:04.092,Category 3,,51,,26.0,,Standard,42.0,,,SP887104563,Category 30,150.0,5.0,3.0,4.0,
,,,,PSS,150.0,,IST0422,2025-05-20 06:58:04.092,Category 38,Prod Category 15,15,,,32.0,Standard,3.8,,4.5,SP887118245,Category 30,30.0,2.3,1.4,1.85,
,,,,PSS,18.0,53.0,IWM68S748W0,2025-05-20 06:58:04.092,Category 8,Prod Category 15,52,IWM68S748W0,25.0,,Industrial,180.0,,,SP887686815,Category 18,600.0,4.0,3.0,3.5,
,,,,PSS,17.0,,OILVX01S738L7J,2025-05-20 06:58:04.092,Category 1,Prod Category 30,52,OILVX01S738L7J,,,Automotive,,140.0,,SP881145386,Category 25,750.0,,,,750.0
,,,,PSS,89.0,,ISY0048L,2025-05-20 06:58:04.092,Category 10,,18,,124.0,,Standard,5.7,,,SP887117394,Category 53,75.0,3.7,2.1,2.9,
,,,,PSS,84.0,,ISY7878EKB,2025-05-20 06:58:04.092,Category 3,Prod Category 27,18,,58.0,,Standard,8.5,,,SP887167308,Category 30,60.0,4.0,2.0,3.0,
,,,,PSS,10.6,30.0,IWM68S248Q6,2025-05-20 06:58:04.092,Category 8,Prod Category 15,52,IWM68S248Q6,32.0,,Non-Automotive,380.0,,,SP887770076,Category 4,600.0,3.5,2.5,,
126.0,47.0,,,PSS,,5.6,VBM476BP,2025-05-20 06:58:04.092,Category 33,Prod Category 15,15,VBM476BP,,,Automotive,,,,SP888970608,Category 32,20.0,0.95,0.3,,
2100.0,240.0,,,PSS,45.0,180.0,VBV761P71PK2 X,2025-05-20 06:58:04.092,Category 10,Prod Category 15,51,VBV761P71PK2 X,26.0,,Industrial,16.5,,,SP888670888,Category 33,150.0,4.0,2.0,3.0,
,,,,PSS,-14.0,,ISY9128PB,2025-05-20 06:58:04.092,Category 3,,51,,38.7,,Standard,200.0,,,SP887111416,Category 30,-100.0,-4.0,-2.0,-3.0,
,,,,PSS,171.0,,ILF61S880L5J,2025-05-20 06:58:04.092,Category 1,Prod Category 30,52,ILF61S880L5J,,,Industrial,,6.7,,SP881970589,Category 26,650.0,,,,650.0
365.0,90.0,,,PSS,3.1,12.4,VBU671Q X,2025-05-20 06:58:04.092,Category 29,Prod Category 15,18,VBU671Q X,15.0,,Automotive,300.0,,450.0,SP888576277,Category 52,60.0,2.0,1.2,1.6,
,,,,PSS,,,IWQ56P75PS,2025-05-20 06:58:04.092,Category 9,,51,,,,,100.0,,,SP888006756,Category 33,120.0,4.0,2.0,,
,,,,PSS,,,IWQ831P78P2,2025-05-20 06:58:04.092,Category 9,,51,,,,,100.0,,,SP888988283,Category 33,100.0,3.5,2.0,,
,,,,PSS,321.0,,IWR870P78PL1TY5,2025-05-20 06:58:04.092,Category 48,,51,IWR870P78PL1TY5,165.0,,Industrial,1.7,,,SP886836313,Category 40,100.0,3.9,2.3,3.1,100.0
,,,,PSS,116.0,,IWV891P58PL6,2025-05-20 06:58:04.092,Category 3,,51,IWV891P58PL6,53.0,,Industrial,9.5,,,SP886808801,Category 42,200.0,4.5,3.0,3.7,200.0
,,,,PSS,-18.0,,ISYA1181,2025-05-20 06:58:04.092,Category 15,,18,,21.3,,Standard,110.0,,,SP887110046,Category 30,-55.0,-4.0,-2.0,-3.0,
,,,,PSS,17.0,,ISTS2378,2025-05-20 06:58:04.092,Category 8,Prod Category 15,18,,,22.7,Standard,105.0,,155.0,SP887114958,Category 30,100.0,2.0,1.0,1.5,
,,,,PSS,2.6,3.9,IWB68S2N3QE,2025-05-20 06:58:04.092,Category 16,Prod Category 19,52,IWB68S2N3QE,4.6,,Non-Automotive,3400.0,,,SP887355446,Category 6,600.0,3.5,2.5,,
,,,,PSS,10.0,,ISYJ1871,2025-05-20 06:58:04.092,Category 36,Prod Category 15,51,,36.0,,Standard,31.0,,,SP887101608,Category 30,150.0,5.0,3.0,4.0,
,,,,PSS,-13.0,,ISYA6571,2025-05-20 06:58:04.092,Category 15,,18,,44.0,,Standard,580.0,,,SP887110476,Category 30,-150.0,-4.0,-2.0,-3.0,
,,,,PSS,128.0,512.0,IWW874P82TY5B,2025-05-20 06:58:04.092,Category 38,,15,IWW874P82TY5B,95.0,46.0,Standard,1.8,,2.5,SP881468682,Category 54,30.0,2.35,1.35,1.85,30.0
,,,,PSS,24.3,72.9,SPW53P68Q2,2025-05-20 06:58:04.092,Category 38,Prod Category 15,52,SPW53P68Q2,104.9,,Industrial,160.0,,,SP888647864,Category 2,600.0,3.9,2.1,3.0,
,,,,PSS,14.0,,ISY4057WVY-7,2025-05-20 06:58:04.092,Category 29,,15,,,8.3,Standard,8.5,,12.5,SP887101354,Category 53,30.0,2.35,1.35,1.85,
,,,,PSS,15.0,,ISY0310,2025-05-20 06:58:04.092,Category 29,Prod Category 15,15,,,28.0,Standard,7.0,,10.5,SP887108268,Category 30,20.0,3.0,1.0,2.0,
